,FECHA,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO
672,9/20/2021,20210074,1,2021-09-20,2021,9,20,15,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",AVENIDA,12,MULTIPLE,MOTO,MULTIPLE
673,9/21/2021,20210075,1,2021-09-21,2021,9,21,14,SALTA Y BRASIL,CALLE,1,PEATON-CARGAS,PEATON,CARGAS
674,10/16/2021,20210076,1,2021-10-16,2021,10,16,6,"MORENO, PERITO AV. 2152",AVENIDA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
675,10/18/2021,20210077,1,2021-10-18,2021,10,18,7,DIRECTORIO AV. 1169,AVENIDA,6,MOTO-CARGAS,MOTO,CARGAS
676,10/23/2021,20210078,1,2021-10-23,2021,10,23,6,INDEPENDENCIA AV. Y LA PLATA AV.,AVENIDA,6,MOTO-PASAJEROS,MOTO,PASAJEROS
677,10/25/2021,20210079,1,2021-10-25,2021,10,25,3,TUCUMAN 3112,CALLE,3,PEATON-AUTO,PEATON,AUTO
678,10/28/2021,20210080,1,2021-10-28,2021,10,28,16,ARENALES Y 9 DE JULIO AV.,AVENIDA,1,MOTO-AUTO,MOTO,AUTO
679,11/2/2021,20210081,1,2021-11-02,2021,11,2,13,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,4,MOTO-CARGAS,MOTO,CARGAS
680,11/6/2021,20210082,1,2021-11-06,2021,11,6,4,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,3,MOTO-AUTO,MOTO,AUTO
681,11/9/2021,20210083,1,2021-11-09,2021,11,9,0,CABILDO AV. Y OLAZABAL,AVENIDA,13,MOTO-AUTO,MOTO,AUTO
682,11/11/2021,20210084,1,2021-11-11,2021,11,11,3,TAPALQUE Y BRUIX AV.,AVENIDA,9,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
683,11/20/2021,20210085,1,2021-11-20,2021,11,20,18,"PAZ, GRAL. AV. Y EZEIZA",AVENIDA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
684,11/25/2021,20210086,1,2021-11-25,2021,11,25,10,RIVADAVIA AV. Y PUAN,AVENIDA,6,PEATON-PASAJEROS,PEATON,PASAJEROS
685,11/27/2021,20210087,1,2021-11-27,2021,11,27,11,ESMERALDA 1359,CALLE,1,PEATON-BICICLETA,PEATON,BICICLETA
686,12/1/2021,20210088,1,2021-12-01,2021,12,1,15,AV. MOROE Y 3 DE FEBRERO,CALLE,13,MOTO-AUTO,MOTO,AUTO
687,12/2/2021,20210089,1,2021-12-02,2021,12,2,1,AV. GAONA 3655,AVENIDA,11,MOTO-AUTO,MOTO,AUTO
688,12/10/2021,20210090,1,2021-12-10,2021,12,10,11,AV. 9 DE JULIO Y LAVALLE,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS
689,12/11/2021,20210091,1,2021-12-11,2021,12,11,23,BAIGORRIA Y VICTOR HUGO,CALLE,10,MOTO-AUTO,MOTO,AUTO
690,12/12/2021,20210092,1,2021-12-12,2021,12,12,6,AV. RIVADAVIA Y AV. PUEYRREDON,AVENIDA,3,PEATON-AUTO,PEATON,AUTO
691,12/13/2021,20210093,1,2021-12-13,2021,12,13,17,AV. RIESTRA Y MOM,AVENIDA,7,MOTO-AUTO,MOTO,AUTO
692,12/20/2021,20210094,1,2021-12-20,2021,12,20,1,AU DELLEPIANE Y LACARRA,AUTOPISTA,9,MOTO-AUTO,MOTO,AUTO
693,12/30/2021,20210095,1,2021-12-30,2021,12,30,0,AV. GAONA Y TERRADA,AVENIDA,11,MOTO-CARGAS,MOTO,CARGAS
694,12/15/2021,20210096,1,2021-12-15,2021,12,15,10,AV. EVA PERON 4071,AVENIDA,9,AUTO-CARGAS,AUTO,CARGAS
695,11/18/2021,20210097,1,2021-11-18,2021,11,18,6,PADRE CARLOS MUJICA 709,CALLE,1,BICICLETA-AUTO,BICICLETA,AUTO
